name,crate,tag
polars melt,nu_plugin_polars,0.94.2
polars min,nu_plugin_polars,0.94.2
polars n-unique,nu_plugin_polars,0.94.2
polars not,nu_plugin_polars,0.94.2
polars open,nu_plugin_polars,0.94.2
polars otherwise,nu_plugin_polars,0.94.2
polars quantile,nu_plugin_polars,0.94.2
polars query,nu_plugin_polars,0.94.2
polars rename,nu_plugin_polars,0.94.2
polars replace,nu_plugin_polars,0.94.2
polars replace-all,nu_plugin_polars,0.94.2
polars reverse,nu_plugin_polars,0.94.2
polars rolling,nu_plugin_polars,0.94.2
polars sample,nu_plugin_polars,0.94.2
polars schema,nu_plugin_polars,0.94.2
polars select,nu_plugin_polars,0.94.2
polars set,nu_plugin_polars,0.94.2
polars set-with-idx,nu_plugin_polars,0.94.2
polars shape,nu_plugin_polars,0.94.2
polars shift,nu_plugin_polars,0.94.2
polars slice,nu_plugin_polars,0.94.2
polars sort-by,nu_plugin_polars,0.94.2
polars std,nu_plugin_polars,0.94.2
polars store-get,nu_plugin_polars,0.94.2
polars store-ls,nu_plugin_polars,0.94.2
polars store-rm,nu_plugin_polars,0.94.2
polars str-lengths,nu_plugin_polars,0.94.2
polars str-slice,nu_plugin_polars,0.94.2
polars strftime,nu_plugin_polars,0.94.2
polars sum,nu_plugin_polars,0.94.2
polars summary,nu_plugin_polars,0.94.2
polars take,nu_plugin_polars,0.94.2
polars to-arrow,nu_plugin_polars,0.94.2
polars to-avro,nu_plugin_polars,0.94.2
polars to-csv,nu_plugin_polars,0.94.2
polars to-jsonl,nu_plugin_polars,0.94.2
polars to-parquet,nu_plugin_polars,0.94.2
polars unique,nu_plugin_polars,0.94.2
polars uppercase,nu_plugin_polars,0.94.2
polars value-counts,nu_plugin_polars,0.94.2
polars var,nu_plugin_polars,0.94.2
polars when,nu_plugin_polars,0.94.2
polars with-column,nu_plugin_polars,0.94.2
port,nu-command,0.94.2
prepend,nu-command,0.94.2
print,nu-cli,0.94.2
ps,nu-command,0.94.2
query,nu_plugin_query,0.94.2
query db,nu-command,0.94.2
query json,nu_plugin_query,0.94.2
query web,nu_plugin_query,0.94.2
query xml,nu_plugin_query,0.94.2
random,nu-command,0.94.2
random bool,nu-command,0.94.2
random chars,nu-command,0.94.2
random dice,nu-command,0.94.2
random float,nu-command,0.94.2
random int,nu-command,0.94.2
random uuid,nu-command,0.94.2
range,nu-command,0.94.2
reduce,nu-command,0.94.2
register,nu-cmd-plugin,0.94.2
registry query,nu-command,0.94.2
reject,nu-command,0.94.2
rename,nu-command,0.94.2
return,nu-cmd-lang,0.94.2
reverse,nu-command,0.94.2
rm,nu-command,0.94.2
roll,nu-cmd-extra,0.94.2
roll down,nu-cmd-extra,0.94.2
roll left,nu-cmd-extra,0.94.2
roll right,nu-cmd-extra,0.94.2
roll up,nu-cmd-extra,0.94.2
rotate,nu-cmd-extra,0.94.2
run-external,nu-command,0.94.2
save,nu-command,0.94.2
schema,nu-command,0.94.2
scope,nu-cmd-lang,0.94.2
scope aliases,nu-cmd-lang,0.94.2
scope commands,nu-cmd-lang,0.94.2
scope engine-stats,nu-cmd-lang,0.94.2
scope externs,nu-cmd-lang,0.94.2
scope modules,nu-cmd-lang,0.94.2
scope variables,nu-cmd-lang,0.94.2
select,nu-command,0.94.2
seq,nu-command,0.94.2
seq char,nu-command,0.94.2
seq date,nu-command,0.94.2
sha256,nu-command,0.94.2
shuffle,nu-command,0.94.2
skip,nu-command,0.94.2
skip until,nu-command,0.94.2
skip while,nu-command,0.94.2
sleep,nu-command,0.94.2
sort,nu-command,0.94.2
sort-by,nu-command,0.94.2
source,nu-command,0.94.2
source-env,nu-command,0.94.2
split,nu-command,0.94.2
split chars,nu-command,0.94.2
split column,nu-command,0.94.2
split list,nu-command,0.94.2
split row,nu-command,0.94.2
split words,nu-command,0.94.2
split-by,nu-command,0.94.2
start,nu-command,0.94.2
stor,nu-command,0.94.2
stor create,nu-command,0.94.2
stor delete,nu-command,0.94.2
stor export,nu-command,0.94.2
stor import,nu-command,0.94.2
stor insert,nu-command,0.94.2
stor open,nu-command,0.94.2
stor reset,nu-command,0.94.2
stor update,nu-command,0.94.2
str,nu-command,0.94.2
str,nu-cmd-extra,0.94.2
str camel-case,nu-cmd-extra,0.94.2
str capitalize,nu-command,0.94.2
str contains,nu-command,0.94.2
str distance,nu-command,0.94.2
str downcase,nu-command,0.94.2
str ends-with,nu-command,0.94.2
str expand,nu-command,0.94.2
str index-of,nu-command,0.94.2
str join,nu-command,0.94.2
str kebab-case,nu-cmd-extra,0.94.2
str length,nu-command,0.94.2
str pascal-case,nu-cmd-extra,0.94.2
str replace,nu-command,0.94.2
str reverse,nu-command,0.94.2
str screaming-snake-case,nu-cmd-extra,0.94.2
str snake-case,nu-cmd-extra,0.94.2
str starts-with,nu-command,0.94.2
str stats,nu-command,0.94.2
str substring,nu-command,0.94.2
str title-case,nu-cmd-extra,0.94.2
str trim,nu-command,0.94.2
str upcase,nu-command,0.94.2
sys,nu-command,0.94.2
sys cpu,nu-command,0.94.2
sys disks,nu-command,0.94.2
sys host,nu-command,0.94.2
sys mem,nu-command,0.94.2
sys net,nu-command,0.94.2
sys temp,nu-command,0.94.2
sys users,nu-command,0.94.2
table,nu-command,0.94.2
take,nu-command,0.94.2
take until,nu-command,0.94.2
take while,nu-command,0.94.2
tee,nu-command,0.94.2
term size,nu-command,0.94.2
test,nu-plugin-engine,0.94.2
test command,nu-plugin,0.94.2
timeit,nu-command,0.94.2
to,nu-command,0.94.2
to csv,nu-command,0.94.2
to html,nu-cmd-extra,0.94.2
to json,nu-command,0.94.2
to md,nu-command,0.94.2
to msgpack,nu-command,0.94.2
to msgpackz,nu-command,0.94.2
to nuon,nu-command,0.94.2
to text,nu-command,0.94.2
to toml,nu-command,0.94.2
to tsv,nu-command,0.94.2
to xml,nu-command,0.94.2
to yaml,nu-command,0.94.2
to-custom,nu-parser,0.94.2
touch,nu-command,0.94.2
transpose,nu-command,0.94.2
try,nu-cmd-lang,0.94.2
tutor,nu-command,0.94.2
ulimit,nu-command,0.94.2
uname,nu-command,0.94.2
uniq,nu-command,0.94.2
uniq-by,nu-command,0.94.2
update,nu-command,0.94.2
update cells,nu-cmd-extra,0.94.2
upsert,nu-command,0.94.2
url,nu-command,0.94.2
url build-query,nu-command,0.94.2
url decode,nu-command,0.94.2
url encode,nu-command,0.94.2
url join,nu-command,0.94.2
url parse,nu-command,0.94.2
use,nu-cmd-lang,0.94.2
values,nu-command,0.94.2
version,nu-cmd-lang,0.94.2
view,nu-command,0.94.2
view files,nu-command,0.94.2
view source,nu-command,0.94.2
view span,nu-command,0.94.2
watch,nu-command,0.94.2
where,nu-command,0.94.2
which,nu-command,0.94.2
while,nu-cmd-lang,0.94.2
whoami,nu-command,0.94.2
window,nu-command,0.94.2
with-column,nu-parser,0.94.2
with-env,nu-command,0.94.2
wrap,nu-command,0.94.2
zip,nu-command,0.94.2
agg,nu-parser,0.95.0
alias,nu-cmd-lang,0.95.0
all,nu-command,0.95.0
ansi,nu-command,0.95.0
ansi gradient,nu-cmd-extra,0.95.0
ansi link,nu-command,0.95.0
ansi strip,nu-command,0.95.0
any,nu-command,0.95.0
append,nu-command,0.95.0
ast,nu-command,0.95.0
bits,nu-cmd-extra,0.95.0
bits and,nu-cmd-extra,0.95.0
bits not,nu-cmd-extra,0.95.0
bits or,nu-cmd-extra,0.95.0
bits rol,nu-cmd-extra,0.95.0
bits ror,nu-cmd-extra,0.95.0
bits shl,nu-cmd-extra,0.95.0
bits shr,nu-cmd-extra,0.95.0
bits xor,nu-cmd-extra,0.95.0
break,nu-cmd-lang,0.95.0
bytes,nu-command,0.95.0
bytes add,nu-command,0.95.0
bytes at,nu-command,0.95.0
bytes build,nu-command,0.95.0
bytes collect,nu-command,0.95.0
bytes ends-with,nu-command,0.95.0
bytes index-of,nu-command,0.95.0
bytes length,nu-command,0.95.0
bytes remove,nu-command,0.95.0
bytes replace,nu-command,0.95.0
bytes reverse,nu-command,0.95.0
bytes starts-with,nu-command,0.95.0
cal,nu-command,0.95.0
cd,nu-command,0.95.0
char,nu-command,0.95.0
clear,nu-command,0.95.0
collect,nu-parser,0.95.0
collect,nu-cmd-lang,0.95.0
columns,nu-command,0.95.0
commandline,nu-cli,0.95.0
commandline edit,nu-cli,0.95.0
commandline get-cursor,nu-cli,0.95.0
commandline set-cursor,nu-cli,0.95.0
compact,nu-command,0.95.0
complete,nu-command,0.95.0
config,nu-command,0.95.0
config env,nu-command,0.95.0
config nu,nu-command,0.95.0
config reset,nu-command,0.95.0
const,nu-cmd-lang,0.95.0
continue,nu-cmd-lang,0.95.0
cp,nu-command,0.95.0
custom-value drop-check,nu_plugin_custom_values,0.95.0
custom-value generate,nu_plugin_custom_values,0.95.0
custom-value generate2,nu_plugin_custom_values,0.95.0
custom-value handle get,nu_plugin_custom_values,0.95.0
custom-value handle make,nu_plugin_custom_values,0.95.0
custom-value handle update,nu_plugin_custom_values,0.95.0
custom-value update,nu_plugin_custom_values,0.95.0
custom-value update-arg,nu_plugin_custom_values,0.95.0
date,nu-command,0.95.0
date format,nu-command,0.95.0
date humanize,nu-command,0.95.0
date list-timezone,nu-command,0.95.0
date now,nu-command,0.95.0
date to-record,nu-command,0.95.0
date to-table,nu-command,0.95.0
date to-timezone,nu-command,0.95.0
debug,nu-command,0.95.0
debug info,nu-command,0.95.0
debug profile,nu-command,0.95.0
decode,nu-command,0.95.0
decode base64,nu-command,0.95.0
decode hex,nu-cmd-extra,0.95.0
def,nu-parser,0.95.0
def,nu-cmd-lang,0.95.0
default,nu-command,0.95.0
describe,nu-cmd-lang,0.95.0
detect columns,nu-command,0.95.0
do,nu-cmd-lang,0.95.0
drop,nu-command,0.95.0
drop column,nu-command,0.95.0
drop nth,nu-command,0.95.0
du,nu-command,0.95.0
each,nu-command,0.95.0
each while,nu-cmd-extra,0.95.0
echo,nu-cmd-lang,0.95.0
encode,nu-command,0.95.0
encode base64,nu-command,0.95.0
encode hex,nu-cmd-extra,0.95.0
enumerate,nu-command,0.95.0
error make,nu-cmd-lang,0.95.0
every,nu-command,0.95.0
example,nu_plugin_example,0.95.0
example collect-bytes,nu_plugin_example,0.95.0
example config,nu_plugin_example,0.95.0
example disable-gc,nu_plugin_example,0.95.0
example echo,nu_plugin_example,0.95.0
example env,nu_plugin_example,0.95.0
example for-each,nu_plugin_example,0.95.0
example generate,nu_plugin_example,0.95.0
example one,nu_plugin_example,0.95.0
example seq,nu_plugin_example,0.95.0
example sum,nu_plugin_example,0.95.0
example three,nu_plugin_example,0.95.0
example two,nu_plugin_example,0.95.0
example view span,nu_plugin_example,0.95.0
exec,nu-command,0.95.0
exit,nu-command,0.95.0
explain,nu-command,0.95.0
explore,nu-explore,0.95.0
export,nu-cmd-lang,0.95.0
export alias,nu-cmd-lang,0.95.0
export const,nu-cmd-lang,0.95.0
export def,nu-cmd-lang,0.95.0
export extern,nu-cmd-lang,0.95.0
export module,nu-cmd-lang,0.95.0
export use,nu-cmd-lang,0.95.0
export-env,nu-command,0.95.0
extern,nu-cmd-lang,0.95.0
fill,nu-command,0.95.0
filter,nu-command,0.95.0
find,nu-command,0.95.0
first,nu-command,0.95.0
flatten,nu-command,0.95.0
fmt,nu-cmd-extra,0.95.0
for,nu-cmd-lang,0.95.0
format,nu-command,0.95.0
format date,nu-command,0.95.0
format duration,nu-command,0.95.0
format filesize,nu-command,0.95.0
format pattern,nu-cmd-extra,0.95.0
from,nu-command,0.95.0
from csv,nu-command,0.95.0
from eml,nu_plugin_formats,0.95.0
from ics,nu_plugin_formats,0.95.0
from ini,nu_plugin_formats,0.95.0
from json,nu-command,0.95.0
from msgpack,nu-command,0.95.0
from msgpackz,nu-command,0.95.0
from nuon,nu-command,0.95.0
from ods,nu-command,0.95.0
from ssv,nu-command,0.95.0
from toml,nu-command,0.95.0
from tsv,nu-command,0.95.0
from url,nu-cmd-extra,0.95.0
from vcf,nu_plugin_formats,0.95.0
from xlsx,nu-command,0.95.0
from xml,nu-command,0.95.0
from yaml,nu-command,0.95.0
from yml,nu-command,0.95.0
generate,nu-command,0.95.0
get,nu-command,0.95.0
glob,nu-command,0.95.0
grid,nu-command,0.95.0
group,nu-command,0.95.0
group-by,nu-parser,0.95.0
group-by,nu-parser,0.95.0
group-by,nu-command,0.95.0
gstat,nu_plugin_gstat,0.95.0
hash,nu-command,0.95.0
headers,nu-command,0.95.0
hello,nu-plugin-test-support,0.95.0
help,nu-command,0.95.0
help aliases,nu-command,0.95.0
help commands,nu-command,0.95.0
help escapes,nu-command,0.95.0
help externs,nu-command,0.95.0
help modules,nu-command,0.95.0
help operators,nu-command,0.95.0
hide,nu-cmd-lang,0.95.0
hide-env,nu-cmd-lang,0.95.0
histogram,nu-command,0.95.0
history,nu-cli,0.95.0
history session,nu-cli,0.95.0
http,nu-command,0.95.0
http delete,nu-command,0.95.0
http get,nu-command,0.95.0
http head,nu-command,0.95.0
http options,nu-command,0.95.0
http patch,nu-command,0.95.0
http post,nu-command,0.95.0
http put,nu-command,0.95.0
if,nu-parser,0.95.0
if,nu-cmd-lang,0.95.0
ignore,nu-cmd-lang,0.95.0
inc,nu_plugin_inc,0.95.0
input,nu-command,0.95.0
input list,nu-command,0.95.0
input listen,nu-command,0.95.0
insert,nu-command,0.95.0
inspect,nu-command,0.95.0
interleave,nu-command,0.95.0
into,nu-command,0.95.0
into binary,nu-command,0.95.0
into bits,nu-cmd-extra,0.95.0
into bool,nu-command,0.95.0
into cell-path,nu-command,0.95.0
into datetime,nu-command,0.95.0
into duration,nu-command,0.95.0
into filesize,nu-command,0.95.0
into float,nu-command,0.95.0
into glob,nu-command,0.95.0
into int,nu-command,0.95.0
into int from u32,nu-plugin-test-support,0.95.0
into record,nu-command,0.95.0
into sqlite,nu-command,0.95.0
into string,nu-command,0.95.0
into u32,nu-plugin-test-support,0.95.0
into value,nu-command,0.95.0
is-admin,nu-command,0.95.0
is-empty,nu-command,0.95.0
is-not-empty,nu-command,0.95.0
is-terminal,nu-command,0.95.0
items,nu-command,0.95.0
join,nu-command,0.95.0
json,nu-plugin-core,0.95.0
keybindings,nu-cli,0.95.0
keybindings default,nu-cli,0.95.0
keybindings list,nu-cli,0.95.0
keybindings listen,nu-cli,0.95.0
kill,nu-command,0.95.0
last,nu-command,0.95.0
length,nu-command,0.95.0
let,nu-parser,0.95.0
let,nu-cmd-lang,0.95.0
let-env,nu-command,0.95.0
lines,nu-command,0.95.0
load-env,nu-command,0.95.0
loop,nu-cmd-lang,0.95.0
lowercase,nu-plugin-test-support,0.95.0
ls,nu-parser,0.95.0
ls,nu-command,0.95.0
match,nu-cmd-lang,0.95.0
math,nu-command,0.95.0
math abs,nu-command,0.95.0
math arccos,nu-cmd-extra,0.95.0
math arccosh,nu-cmd-extra,0.95.0
math arcsin,nu-cmd-extra,0.95.0
math arcsinh,nu-cmd-extra,0.95.0
math arctan,nu-cmd-extra,0.95.0
math arctanh,nu-cmd-extra,0.95.0
math avg,nu-command,0.95.0
math ceil,nu-command,0.95.0
math cos,nu-cmd-extra,0.95.0
math cosh,nu-cmd-extra,0.95.0
math exp,nu-cmd-extra,0.95.0
math floor,nu-command,0.95.0
math ln,nu-cmd-extra,0.95.0
math log,nu-command,0.95.0
math max,nu-command,0.95.0
math median,nu-command,0.95.0
math min,nu-command,0.95.0
math mode,nu-command,0.95.0
math product,nu-command,0.95.0
math round,nu-command,0.95.0
math sin,nu-cmd-extra,0.95.0
math sinh,nu-cmd-extra,0.95.0
math sqrt,nu-command,0.95.0
math stddev,nu-command,0.95.0
math sum,nu-command,0.95.0
math tan,nu-cmd-extra,0.95.0
math tanh,nu-cmd-extra,0.95.0
math variance,nu-command,0.95.0
md5,nu-command,0.95.0
merge,nu-command,0.95.0
metadata,nu-command,0.95.0
metadata set,nu-command,0.95.0
min,nu-parser,0.95.0
mkdir,nu-command,0.95.0
mktemp,nu-command,0.95.0
module,nu-cmd-lang,0.95.0
move,nu-command,0.95.0
msgpack,nu-plugin-core,0.95.0
mut,nu-cmd-lang,0.95.0
mv,nu-command,0.95.0
nu-check,nu-command,0.95.0
nu-highlight,nu-cli,0.95.0
open,nu-command,0.95.0
overlay,nu-cmd-lang,0.95.0
overlay hide,nu-cmd-lang,0.95.0
overlay list,nu-cmd-lang,0.95.0
overlay new,nu-cmd-lang,0.95.0
overlay use,nu-cmd-lang,0.95.0
panic,nu-command,0.95.0
par-each,nu-command,0.95.0
parse,nu-command,0.95.0
path,nu-command,0.95.0
path basename,nu-command,0.95.0
path dirname,nu-command,0.95.0
path exists,nu-command,0.95.0
path expand,nu-command,0.95.0
path join,nu-command,0.95.0
path parse,nu-command,0.95.0
path relative-to,nu-command,0.95.0
path split,nu-command,0.95.0
path type,nu-command,0.95.0
plugin,nu-cmd-plugin,0.95.0
plugin add,nu-cmd-plugin,0.95.0
plugin list,nu-cmd-plugin,0.95.0
plugin rm,nu-cmd-plugin,0.95.0
plugin stop,nu-cmd-plugin,0.95.0
plugin use,nu-cmd-plugin,0.95.0
polars,nu_plugin_polars,0.95.0
polars agg,nu_plugin_polars,0.95.0
polars agg-groups,nu_plugin_polars,0.95.0
polars all-false,nu_plugin_polars,0.95.0
polars all-true,nu_plugin_polars,0.95.0
polars append,nu_plugin_polars,0.95.0
polars arg-max,nu_plugin_polars,0.95.0
polars arg-min,nu_plugin_polars,0.95.0
polars arg-sort,nu_plugin_polars,0.95.0
polars arg-true,nu_plugin_polars,0.95.0
polars arg-unique,nu_plugin_polars,0.95.0
polars arg-where,nu_plugin_polars,0.95.0
polars as,nu_plugin_polars,0.95.0
polars as-date,nu_plugin_polars,0.95.0
polars as-datetime,nu_plugin_polars,0.95.0
polars cache,nu_plugin_polars,0.95.0
polars cast,nu_plugin_polars,0.95.0
polars col,nu_plugin_polars,0.95.0
polars collect,nu_plugin_polars,0.95.0
polars columns,nu_plugin_polars,0.95.0
polars concat-str,nu_plugin_polars,0.95.0
polars concatenate,nu_plugin_polars,0.95.0
polars contains,nu_plugin_polars,0.95.0
polars count,nu_plugin_polars,0.95.0
polars count-null,nu_plugin_polars,0.95.0
polars cumulative,nu_plugin_polars,0.95.0
polars datepart,nu_plugin_polars,0.95.0
polars drop,nu_plugin_polars,0.95.0
polars drop-duplicates,nu_plugin_polars,0.95.0
polars drop-nulls,nu_plugin_polars,0.95.0
polars dummies,nu_plugin_polars,0.95.0
polars explode,nu_plugin_polars,0.95.0
polars expr-not,nu_plugin_polars,0.95.0
polars fetch,nu_plugin_polars,0.95.0
polars fill-nan,nu_plugin_polars,0.95.0
polars fill-null,nu_plugin_polars,0.95.0
polars filter,nu_plugin_polars,0.95.0
polars filter-with,nu_plugin_polars,0.95.0
polars first,nu_plugin_polars,0.95.0
polars flatten,nu_plugin_polars,0.95.0
polars get,nu_plugin_polars,0.95.0
polars get-day,nu_plugin_polars,0.95.0
polars get-hour,nu_plugin_polars,0.95.0
polars get-minute,nu_plugin_polars,0.95.0
polars get-month,nu_plugin_polars,0.95.0
polars get-nanosecond,nu_plugin_polars,0.95.0
polars get-ordinal,nu_plugin_polars,0.95.0
polars get-second,nu_plugin_polars,0.95.0
polars get-week,nu_plugin_polars,0.95.0
polars get-weekday,nu_plugin_polars,0.95.0
polars get-year,nu_plugin_polars,0.95.0
polars group-by,nu_plugin_polars,0.95.0
polars implode,nu_plugin_polars,0.95.0
polars into-df,nu_plugin_polars,0.95.0
polars into-lazy,nu_plugin_polars,0.95.0
polars into-nu,nu_plugin_polars,0.95.0
polars is-duplicated,nu_plugin_polars,0.95.0
polars is-in,nu_plugin_polars,0.95.0
polars is-not-null,nu_plugin_polars,0.95.0
polars is-null,nu_plugin_polars,0.95.0
polars is-unique,nu_plugin_polars,0.95.0
polars join,nu_plugin_polars,0.95.0
polars last,nu_plugin_polars,0.95.0
polars lit,nu_plugin_polars,0.95.0
polars lowercase,nu_plugin_polars,0.95.0
polars max,nu_plugin_polars,0.95.0
polars mean,nu_plugin_polars,0.95.0
polars median,nu_plugin_polars,0.95.0
polars melt,nu_plugin_polars,0.95.0
polars min,nu_plugin_polars,0.95.0
polars n-unique,nu_plugin_polars,0.95.0
polars not,nu_plugin_polars,0.95.0
polars open,nu_plugin_polars,0.95.0
polars otherwise,nu_plugin_polars,0.95.0
polars quantile,nu_plugin_polars,0.95.0
polars query,nu_plugin_polars,0.95.0
polars rename,nu_plugin_polars,0.95.0
polars replace,nu_plugin_polars,0.95.0
polars replace-all,nu_plugin_polars,0.95.0
polars reverse,nu_plugin_polars,0.95.0
polars rolling,nu_plugin_polars,0.95.0
polars sample,nu_plugin_polars,0.95.0
polars schema,nu_plugin_polars,0.95.0
polars select,nu_plugin_polars,0.95.0
polars set,nu_plugin_polars,0.95.0
polars set-with-idx,nu_plugin_polars,0.95.0
polars shape,nu_plugin_polars,0.95.0
polars shift,nu_plugin_polars,0.95.0
polars slice,nu_plugin_polars,0.95.0
polars sort-by,nu_plugin_polars,0.95.0
polars std,nu_plugin_polars,0.95.0
polars store-get,nu_plugin_polars,0.95.0
polars store-ls,nu_plugin_polars,0.95.0
polars store-rm,nu_plugin_polars,0.95.0
polars str-lengths,nu_plugin_polars,0.95.0
polars str-slice,nu_plugin_polars,0.95.0
polars strftime,nu_plugin_polars,0.95.0
polars sum,nu_plugin_polars,0.95.0
polars summary,nu_plugin_polars,0.95.0
polars take,nu_plugin_polars,0.95.0
polars to-arrow,nu_plugin_polars,0.95.0
polars to-avro,nu_plugin_polars,0.95.0
polars to-csv,nu_plugin_polars,0.95.0
polars to-jsonl,nu_plugin_polars,0.95.0
polars to-parquet,nu_plugin_polars,0.95.0
polars unique,nu_plugin_polars,0.95.0
polars uppercase,nu_plugin_polars,0.95.0
polars value-counts,nu_plugin_polars,0.95.0
polars var,nu_plugin_polars,0.95.0
polars when,nu_plugin_polars,0.95.0
polars with-column,nu_plugin_polars,0.95.0
port,nu-command,0.95.0
prepend,nu-command,0.95.0
print,nu-cli,0.95.0
ps,nu-command,0.95.0
query,nu_plugin_query,0.95.0
query db,nu-command,0.95.0
query json,nu_plugin_query,0.95.0
query web,nu_plugin_query,0.95.0
query xml,nu_plugin_query,0.95.0
random,nu-command,0.95.0
random bool,nu-command,0.95.0
random chars,nu-command,0.95.0
random dice,nu-command,0.95.0
random float,nu-command,0.95.0
random int,nu-command,0.95.0
random uuid,nu-command,0.95.0
range,nu-command,0.95.0
reduce,nu-command,0.95.0
register,nu-cmd-plugin,0.95.0
registry query,nu-command,0.95.0
reject,nu-command,0.95.0
rename,nu-command,0.95.0
return,nu-cmd-lang,0.95.0
reverse,nu-command,0.95.0
rm,nu-command,0.95.0
roll,nu-cmd-extra,0.95.0
roll down,nu-cmd-extra,0.95.0
roll left,nu-cmd-extra,0.95.0
roll right,nu-cmd-extra,0.95.0
roll up,nu-cmd-extra,0.95.0
rotate,nu-cmd-extra,0.95.0
run-external,nu-command,0.95.0
save,nu-command,0.95.0
schema,nu-command,0.95.0
scope,nu-cmd-lang,0.95.0
scope aliases,nu-cmd-lang,0.95.0
scope commands,nu-cmd-lang,0.95.0
scope engine-stats,nu-cmd-lang,0.95.0
scope externs,nu-cmd-lang,0.95.0
scope modules,nu-cmd-lang,0.95.0
scope variables,nu-cmd-lang,0.95.0
select,nu-command,0.95.0
seq,nu-command,0.95.0
seq char,nu-command,0.95.0
seq date,nu-command,0.95.0
sha256,nu-command,0.95.0
shuffle,nu-command,0.95.0
skip,nu-command,0.95.0
skip until,nu-command,0.95.0
skip while,nu-command,0.95.0
sleep,nu-command,0.95.0
sort,nu-command,0.95.0
sort-by,nu-command,0.95.0
source,nu-command,0.95.0
source-env,nu-command,0.95.0
split,nu-command,0.95.0
split chars,nu-command,0.95.0
split column,nu-command,0.95.0
split list,nu-command,0.95.0
split row,nu-command,0.95.0
split words,nu-command,0.95.0
split-by,nu-command,0.95.0
start,nu-command,0.95.0
stor,nu-command,0.95.0
stor create,nu-command,0.95.0
stor delete,nu-command,0.95.0
stor export,nu-command,0.95.0
stor import,nu-command,0.95.0
stor insert,nu-command,0.95.0
stor open,nu-command,0.95.0
stor reset,nu-command,0.95.0
stor update,nu-command,0.95.0
str,nu-cmd-extra,0.95.0
str,nu-command,0.95.0
str camel-case,nu-cmd-extra,0.95.0
str capitalize,nu-command,0.95.0
str contains,nu-command,0.95.0
str distance,nu-command,0.95.0
str downcase,nu-command,0.95.0
str ends-with,nu-command,0.95.0
str expand,nu-command,0.95.0
str index-of,nu-command,0.95.0
str join,nu-command,0.95.0
str kebab-case,nu-cmd-extra,0.95.0
str length,nu-command,0.95.0
str pascal-case,nu-cmd-extra,0.95.0
str replace,nu-command,0.95.0
str reverse,nu-command,0.95.0
str screaming-snake-case,nu-cmd-extra,0.95.0
str snake-case,nu-cmd-extra,0.95.0
str starts-with,nu-command,0.95.0
str stats,nu-command,0.95.0
str substring,nu-command,0.95.0
str title-case,nu-cmd-extra,0.95.0
str trim,nu-command,0.95.0
str upcase,nu-command,0.95.0
sys,nu-command,0.95.0
sys cpu,nu-command,0.95.0
sys disks,nu-command,0.95.0
sys host,nu-command,0.95.0
sys mem,nu-command,0.95.0
sys net,nu-command,0.95.0
sys temp,nu-command,0.95.0
sys users,nu-command,0.95.0
table,nu-command,0.95.0
take,nu-command,0.95.0
take until,nu-command,0.95.0
take while,nu-command,0.95.0
tee,nu-command,0.95.0
term size,nu-command,0.95.0
test,nu-plugin-engine,0.95.0
test command,nu-plugin,0.95.0
timeit,nu-command,0.95.0
to,nu-command,0.95.0
to csv,nu-command,0.95.0
to html,nu-cmd-extra,0.95.0
to json,nu-command,0.95.0
to md,nu-command,0.95.0
to msgpack,nu-command,0.95.0
to msgpackz,nu-command,0.95.0
to nuon,nu-command,0.95.0
to text,nu-command,0.95.0
to toml,nu-command,0.95.0
to tsv,nu-command,0.95.0
to xml,nu-command,0.95.0
to yaml,nu-command,0.95.0
to-custom,nu-parser,0.95.0
touch,nu-command,0.95.0
transpose,nu-command,0.95.0
try,nu-cmd-lang,0.95.0
tutor,nu-command,0.95.0
ulimit,nu-command,0.95.0
uname,nu-command,0.95.0
uniq,nu-command,0.95.0
uniq-by,nu-command,0.95.0
update,nu-command,0.95.0
update cells,nu-cmd-extra,0.95.0
upsert,nu-command,0.95.0
url,nu-command,0.95.0
url build-query,nu-command,0.95.0
url decode,nu-command,0.95.0
url encode,nu-command,0.95.0
url join,nu-command,0.95.0
url parse,nu-command,0.95.0
use,nu-cmd-lang,0.95.0
values,nu-command,0.95.0
version,nu-cmd-lang,0.95.0
view,nu-command,0.95.0
view files,nu-command,0.95.0
view source,nu-command,0.95.0
view span,nu-command,0.95.0
watch,nu-command,0.95.0
where,nu-command,0.95.0
which,nu-command,0.95.0
while,nu-cmd-lang,0.95.0
whoami,nu-command,0.95.0
window,nu-command,0.95.0
with-column,nu-parser,0.95.0
with-env,nu-command,0.95.0
wrap,nu-command,0.95.0
zip,nu-command,0.95.0
agg,nu-parser,0.96.0
alias,nu-cmd-lang,0.96.0
all,nu-command,0.96.0
ansi,nu-command,0.96.0
ansi gradient,nu-cmd-extra,0.96.0
ansi link,nu-command,0.96.0
ansi strip,nu-command,0.96.0
any,nu-command,0.96.0
append,nu-command,0.96.0
ast,nu-command,0.96.0
bits,nu-cmd-extra,0.96.0
bits and,nu-cmd-extra,0.96.0
bits not,nu-cmd-extra,0.96.0
bits or,nu-cmd-extra,0.96.0
bits rol,nu-cmd-extra,0.96.0
bits ror,nu-cmd-extra,0.96.0
bits shl,nu-cmd-extra,0.96.0
bits shr,nu-cmd-extra,0.96.0
bits xor,nu-cmd-extra,0.96.0
break,nu-cmd-lang,0.96.0
bytes,nu-command,0.96.0
bytes add,nu-command,0.96.0
bytes at,nu-command,0.96.0
